date,상품,카테고리,발매가,브랜드,리셀가
2025-01-05T12:31:30Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,211000
2025-01-05T12:30:50Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,196000
2025-01-05T11:53:50Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,210000
2025-01-05T11:33:21Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,190000
2025-01-05T11:23:11Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,184000
2025-01-05T10:08:18Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,177000
2025-01-05T09:46:16Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,193000
2025-01-05T07:16:23Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,190000
2025-01-05T07:12:43Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,214000
2025-01-05T06:36:35Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,197000
2025-01-05T06:01:08Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,184000
2025-01-05T05:45:34Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,191000
2025-01-05T05:45:34Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,202000
2025-01-05T05:10:08Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,200000
2025-01-05T05:06:21Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,194000
2025-01-05T03:56:54Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,190000
2025-01-05T02:23:42Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,212000
2025-01-04T23:59:22Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,190000
2025-01-04T21:54:30Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,185000
2025-01-04T18:00:22Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,219000
2025-01-04T17:43:17Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,214000
2025-01-04T17:22:10Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,179000
2025-01-04T14:33:12Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,190000
2025-01-04T13:44:43Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,199000
2025-01-04T13:34:43Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,175000
2025-01-04T12:04:53Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,193000
2025-01-04T11:31:00Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,209000
2025-01-04T11:09:14Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,199000
2025-01-04T10:33:53Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,216000
2025-01-04T10:33:50Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,201000
2025-01-04T09:41:49Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,195000
2025-01-04T09:30:36Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,200000
2025-01-04T08:38:38Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,211000
2025-01-04T08:35:13Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,195000
2025-01-04T08:01:01Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,200000
2025-01-04T07:45:20Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,189000
2025-01-04T07:00:14Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,207000
2025-01-04T06:42:27Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,192000
2025-01-04T05:19:21Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,199000
2025-01-04T04:42:49Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,190000
2025-01-04T02:54:58Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,210000
2025-01-04T02:49:23Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,199000
2025-01-04T01:22:11Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,190000
2025-01-04T00:26:33Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,190000
2025-01-03T16:41:38Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,194000
2025-01-03T16:19:09Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,214000
2025-01-03T15:22:45Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,210000
2025-01-03T14:30:28Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,223000
2025-01-03T14:10:13Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,187000
2025-01-03T13:58:17Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,275000
2025-01-03T13:53:53Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,223000
2025-01-03T10:49:52Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,199000
2025-01-03T10:44:59Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,287000
2025-01-03T09:31:09Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,205000
