date,상품,카테고리,발매가,브랜드,리셀가
2025-01-13T01:16:49Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T01:15:00Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-13T01:14:38Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,110000
2025-01-13T01:02:47Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,110000
2025-01-13T00:52:05Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-13T00:48:07Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,112000
2025-01-13T00:40:18Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,110000
2025-01-13T00:36:22Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,114000
2025-01-13T00:32:45Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,114000
2025-01-13T00:31:50Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,108000
2025-01-13T00:31:40Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,114000
2025-01-13T00:25:08Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-13T00:20:06Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,107000
2025-01-13T00:17:15Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,110000
2025-01-13T00:12:35Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,112000
2025-01-13T00:08:35Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,110000
2025-01-12T23:12:37Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,110000
2025-01-12T23:04:50Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,112000
2025-01-12T22:52:19Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-12T22:51:19Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,103000
